time(Asia/Seoul),CO2
2025-03-31 14:38:00+09:00,1718.5
2025-03-31 14:39:00+09:00,2106.1666666666665
2025-03-31 14:40:00+09:00,1757.3333333333333
2025-03-31 14:41:00+09:00,1815.6666666666667
2025-03-31 14:42:00+09:00,1902.3333333333333
2025-03-31 14:43:00+09:00,1794.8333333333333
2025-03-31 14:44:00+09:00,1833.3333333333333
2025-03-31 14:45:00+09:00,1961.1666666666667
2025-03-31 14:46:00+09:00,1971.3333333333333
2025-03-31 14:47:00+09:00,1960.6666666666667
2025-03-31 14:48:00+09:00,1949.6666666666667
2025-03-31 14:49:00+09:00,2004.1666666666667
2025-03-31 14:50:00+09:00,1913.6666666666667
2025-03-31 14:51:00+09:00,1918.6666666666667
2025-03-31 14:52:00+09:00,1942.3333333333333
2025-03-31 14:53:00+09:00,1950.0
2025-03-31 14:54:00+09:00,1956.8333333333333
2025-03-31 14:55:00+09:00,1985.0
2025-03-31 14:56:00+09:00,2058.6666666666665
2025-03-31 14:57:00+09:00,2017.6666666666667
2025-03-31 14:58:00+09:00,1955.0
2025-03-31 14:59:00+09:00,1962.0
2025-03-31 15:00:00+09:00,1977.5
2025-03-31 15:01:00+09:00,1974.0
2025-03-31 15:02:00+09:00,2024.0
2025-03-31 15:03:00+09:00,2109.0
2025-03-31 15:04:00+09:00,2140.6666666666665
2025-03-31 15:05:00+09:00,2117.1666666666665
2025-03-31 15:06:00+09:00,2070.1666666666665
2025-03-31 15:07:00+09:00,2066.1666666666665
2025-03-31 15:08:00+09:00,2075.5
2025-03-31 15:09:00+09:00,2113.1666666666665
2025-03-31 15:10:00+09:00,2102.0
2025-03-31 15:11:00+09:00,1921.6666666666667
2025-03-31 15:12:00+09:00,1660.0
2025-03-31 15:13:00+09:00,1982.5
2025-03-31 15:14:00+09:00,2002.3333333333333
2025-03-31 15:15:00+09:00,2006.8333333333333
2025-03-31 15:16:00+09:00,1957.6666666666667
2025-03-31 15:17:00+09:00,1879.5
2025-03-31 15:18:00+09:00,1916.3333333333333
2025-03-31 15:19:00+09:00,1700.5
2025-03-31 15:20:00+09:00,2002.6666666666667
2025-03-31 15:21:00+09:00,2018.8333333333333
2025-03-31 15:22:00+09:00,1975.6666666666667
2025-03-31 15:23:00+09:00,1904.6666666666667
2025-03-31 15:24:00+09:00,1878.3333333333333
2025-03-31 15:25:00+09:00,1864.8333333333333
2025-03-31 15:26:00+09:00,1938.1666666666667
2025-03-31 15:27:00+09:00,2035.6666666666667
