time(Asia/Seoul),temperature,humidity,pressure,altitude
2025-04-03 17:29:00+09:00,26.37,26.57227,1015.888,-21.94127
2025-04-03 17:30:00+09:00,26.410000000000004,24.91172,1015.9698000000001,-22.62024
2025-04-03 17:31:00+09:00,26.436666666666667,24.87044333333333,1016.0100000000001,-22.953788333333335
2025-04-03 17:32:00+09:00,26.432499999999997,24.879640000000002,1015.991,-22.763885000000002
2025-04-03 17:33:00+09:00,26.45,25.150391666666664,1015.9574999999999,-22.517285
2025-04-03 17:34:00+09:00,26.458333333333332,24.834311666666668,1015.9933333333332,-22.832873333333335
2025-04-03 17:35:00+09:00,26.48,25.05013166666667,1015.9653333333332,-22.581168333333334
2025-04-03 17:36:00+09:00,26.468333333333334,24.511394999999997,1015.9866666666667,-22.76062333333333
2025-04-03 17:37:00+09:00,26.41,24.468911666666667,1015.9916666666667,-22.799426666666665
2025-04-03 17:38:00+09:00,26.336666666666662,24.606444999999997,1015.9946666666666,-22.82668666666667
2025-04-03 17:39:00+09:00,26.306666666666672,24.682945,1015.9976666666666,-22.851439999999997
2025-04-03 17:40:00+09:00,26.305000000000003,24.543621666666667,1016.0396666666667,-23.200131666666667
2025-04-03 17:41:00+09:00,26.29166666666667,24.531578333333332,1016.0146666666666,-22.991755
2025-04-03 17:42:00+09:00,26.26,24.58203,1016.0079999999999,-22.936395
2025-04-03 17:43:00+09:00,26.24,24.53255333333333,1015.9961666666668,-22.838058333333333
2025-04-03 17:44:00+09:00,26.238333333333333,24.53027333333333,1016.0188333333334,-23.025701666666667
2025-04-03 17:45:00+09:00,26.221666666666668,24.53336333333333,1016.0105000000002,-22.957636666666662
2025-04-03 17:46:00+09:00,26.213333333333335,24.52555333333333,1016.027,-23.094938333333335
2025-04-03 17:47:00+09:00,26.188333333333336,24.53564666666667,1016.0054999999999,-22.917495000000002
2025-04-03 17:48:00+09:00,26.158333333333335,24.57080333333333,1016.0165000000001,-23.007973333333336
2025-04-03 17:49:00+09:00,26.118333333333336,24.591144999999997,1016.0256666666666,-23.08373
2025-04-03 17:50:00+09:00,26.076666666666664,24.75423333333333,1015.9701666666666,-22.622651666666666
2025-04-03 17:51:00+09:00,26.03166666666667,24.76041833333333,1015.9773333333334,-22.682356666666667
2025-04-03 17:52:00+09:00,26.01,24.733400000000003,1015.9546666666666,-22.493871666666667
2025-04-03 17:53:00+09:00,25.98,24.765625,1016.0003333333334,-22.87418333333333
2025-04-03 17:54:00+09:00,25.938333333333333,24.809896666666663,1016.014,-22.98673666666667
2025-04-03 17:55:00+09:00,25.911666666666665,24.847168333333332,1016.0576666666667,-23.348133333333333
2025-04-03 17:56:00+09:00,25.876666666666665,24.99218666666667,1016.0320000000002,-23.137918333333335
2025-04-03 17:57:00+09:00,25.858333333333338,25.433266666666665,1016.0333333333333,-23.147115
2025-04-03 17:58:00+09:00,25.86,25.543131666666667,1016.0523333333334,-23.305486666666667
2025-04-03 17:59:00+09:00,25.861666666666668,25.232746666666667,1016.0538333333333,-23.31636
2025-04-03 18:00:00+09:00,25.87833333333333,24.953126666666666,1016.0556666666668,-23.333078333333333
2025-04-03 18:01:00+09:00,25.875,25.003095000000002,1016.0351666666667,-23.162000000000003
2025-04-03 18:02:00+09:00,25.83,25.080566666666666,1016.0636666666668,-23.400809999999996
2025-04-03 18:03:00+09:00,25.808333333333334,25.107098333333337,1016.0463333333333,-23.255651666666665
2025-04-03 18:04:00+09:00,25.795,25.035808333333335,1016.0563333333333,-23.338431666666665
2025-04-03 18:05:00+09:00,25.776666666666667,24.997395,1016.0555,-23.329903333333334
2025-04-03 18:06:00+09:00,25.758333333333336,25.004070000000002,1016.0699999999998,-23.45215333333333
2025-04-03 18:07:00+09:00,25.735,25.000975,1016.0795000000002,-23.530581666666667
2025-04-03 18:08:00+09:00,25.741666666666664,24.97526166666667,1016.0811666666668,-23.545631666666665
2025-04-03 18:09:00+09:00,25.735,24.972980000000003,1016.096,-23.668548333333334
2025-04-03 18:10:00+09:00,25.721666666666668,24.976073333333336,1016.0978333333333,-23.68242833333333
2025-04-03 18:11:00+09:00,25.71166666666667,24.95686666666667,1016.1303333333334,-23.952160000000003
2025-04-03 18:12:00+09:00,25.700000000000003,24.946941666666664,1016.1325,-23.972896666666667
2025-04-03 18:13:00+09:00,25.705000000000002,24.944985,1016.1103333333334,-23.786939999999998
2025-04-03 18:14:00+09:00,25.68666666666667,24.96484666666667,1016.1551666666668,-24.160186666666664
