time(Asia/Seoul),temperature,humidity,pressure,altitude
2025-03-31 14:28:00+09:00,25.568333333333328,21.88590666666667,1021.2506666666667,-66.39827166666667
2025-03-31 14:29:00+09:00,25.575,22.161131666666666,1021.2804999999998,-66.64542166666666
2025-03-31 14:30:00+09:00,25.560000000000002,21.918944999999997,1021.2371666666668,-66.28784999999999
2025-03-31 14:31:00+09:00,25.610000000000003,22.52897,1021.1811666666666,-65.82334333333334
2025-03-31 14:32:00+09:00,25.648333333333337,21.811685,1021.1761666666666,-65.78220833333333
2025-03-31 14:33:00+09:00,25.575,21.622071666666667,1021.1763333333334,-65.78420333333334
2025-03-31 14:34:00+09:00,25.558333333333334,22.169435000000004,1021.2031666666666,-66.00638666666667
2025-03-31 14:35:00+09:00,25.584999999999997,21.962888333333336,1021.1123333333335,-65.25337833333334
2025-03-31 14:36:00+09:00,25.54428571428571,21.960101428571427,1021.0868571428572,-65.04432428571428
2025-03-31 14:37:00+09:00,25.594285714285714,21.76018285714286,1021.1324285714285,-65.42094714285714
2025-03-31 14:38:00+09:00,25.569999999999997,21.881558571428567,1021.1069999999999,-65.21021857142857
2025-03-31 14:39:00+09:00,25.591666666666665,21.829589999999996,1021.1003333333334,-65.15527833333333
2025-03-31 14:40:00+09:00,25.608333333333334,21.75162833333334,1021.0714999999999,-64.91808833333333
2025-03-31 14:41:00+09:00,25.636666666666667,21.918946666666667,1021.0499999999998,-64.73836166666666
2025-03-31 14:42:00+09:00,25.665000000000003,21.732585,1021.0803333333333,-64.989545
2025-03-31 14:43:00+09:00,25.69,22.08675,1021.0698333333333,-64.90209833333333
2025-03-31 14:44:00+09:00,25.646666666666665,22.066406666666666,1021.0155000000001,-64.45185666666667
2025-03-31 14:45:00+09:00,25.635,21.81298666666667,1020.9830000000001,-64.18616333333334
2025-03-31 14:46:00+09:00,25.62666666666667,21.91113333333333,1021.0151666666666,-64.45135666666667
2025-03-31 14:47:00+09:00,25.650000000000002,21.843096666666668,1020.9649999999998,-64.03491
2025-03-31 14:48:00+09:00,25.683333333333334,21.908203333333333,1020.9504999999999,-63.91780166666666
2025-03-31 14:49:00+09:00,25.695000000000004,22.005371666666665,1020.9975000000001,-64.304435
2025-03-31 14:50:00+09:00,25.650000000000002,21.761556666666667,1020.9466666666667,-63.88348500000001
2025-03-31 14:51:00+09:00,25.62166666666667,21.869791666666668,1020.9076666666666,-63.56213833333334
2025-03-31 14:52:00+09:00,25.631666666666664,21.944661666666665,1020.9110000000001,-63.588458333333335
2025-03-31 14:53:00+09:00,25.62833333333333,21.920248333333333,1020.872,-63.26594
